,species_name,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude
1359,Sinoctenis   calophylla,108.38799999999999,31.163,-237,-201,104.4,40.18
1360,Sinoctenis   calophylla,110.773,31.228,-237,-201,107.07,40.26
1361,Sinoctenis   calophylla,113.59899999999999,24.686,-237,-201,110.21,33.72
1362,Sinoctenis   calophylla,113.637,27.803,-237,-201,110.26,36.84
1363,Sinoctenis   calophylla,113.741,27.965,-237,-201,110.38,37.0
1364,Sinoctenis   calophylla,113.84899999999999,27.626,-237,-201,110.49,36.66
1365,Sinoctenis   calophylla,115.84700000000001,27.944,-237,-201,112.71,36.97
1366,Sinoctenis   calophylla,117.318,29.155,-237,-201,114.36,38.16
1367,Sinoctenis   calophylla,117.56200000000001,25.403,-237,-201,114.55,34.41
1368,Sinoctenis   calophylla,119.052,32.177,-237,-201,116.37,41.15
1369,Sinoctenis   calophylla,120.029,29.386,-237,-201,117.37,38.34
1370,Sinoctenis   calophylla,120.029,29.386,-237,-201,117.37,38.34
1371,Sinoctenis   calophylla,120.859,31.711,-237,-201,118.38,40.65
1372,Sinoctenis   calophylla,97.895,31.159,-237,-201,78.36,33.1
1373,Sinoctenis   calophylla,100.105,28.726,-237,-201,81.48,31.48
1374,Sinoctenis   calophylla,100.851,27.286,-237,-201,82.77,30.35
1375,Sinoctenis   calophylla,101.382,27.037,-237,-201,96.76,35.89
1376,Sinoctenis   calophylla,101.90100000000001,25.159,-237,-201,97.42,34.03
1377,Sinoctenis   calophylla,103.781,31.106,-237,-201,99.24,40.03
1378,Taeniopteris   cavata,101.69200000000001,26.759,-237,-201,97.12,35.62
1379,Ginkgoites cf  acosmia   cf.  acosmia,129.628,43.587,-237,-201,134.48,50.88
1380,Podozamites    cf.  agardhianus,84.669,44.428,-237,-201,78.75,59.58
1381,Nilssonia   cf.  brevis,113.04799999999999,25.215,-237,-201,109.61,34.25
1382,Ctenis   cf.  chaoi,116.557,25.274,-237,-201,113.45,34.29
1383,Swedenborgia   cf.  cryptomerioides,126.38,41.929,-237,-201,130.02,50.25
1384, Podozamites    cf.  distans,125.82700000000001,43.383,-237,-201,130.28,51.75
1385,Podozamites    cf.  issykkulensis,107.39200000000001,31.238,-237,-201,103.28,40.24
1386,Podozamites    cf.  issykkulensis,125.65799999999999,43.522,-237,-201,130.18,51.93
1387,Podozamites    cf.  lanceolatus,113.24700000000001,23.271,-237,-201,109.82,32.31
1388,Podozamites    cf.  lanceolatus,101.37700000000001,27.035,-237,-201,96.76,35.89
1389,Pityophyllum   cf.  lindstroemii,119.39399999999999,42.243,-237,-201,122.45,52.42
1390,Pterophyllum   cf.  minutum,113.04799999999999,25.215,-237,-201,109.61,34.25
1391,Nilssonia   cf.  orientalis,130.984,43.81,-237,-201,136.05,50.7
1392,Ferganiella？   cf.  podozamioides,113.925,28.048,-237,-201,110.58,37.09
1393,Ferganiella？   cf.  podozamioides,125.65799999999999,43.522,-237,-201,130.18,51.93
1394,Cycadocarpidium    cf.  sogutensis ,113.87799999999999,29.718,-237,-201,110.54,38.76
1395,Pityophyllum   cf.  staratschini,105.855,32.492,-237,-201,101.52,41.46
1396,Ginkgoites    cf. acosmia,129.628,43.587,-237,-201,134.48,50.88
1397,Ginkgoites    cf. acosmia,129.628,43.587,-237,-201,134.48,50.88
1398,Nilssonia   cf. acuminata,105.345,26.089,-237,-201,101.15,35.05
1399,Nilssonia   cf. acuminata,114.98899999999999,27.117,-237,-163,121.37,34.76
1400,Pterophyllum   cf. aequale,120.029,29.386,-237,-201,117.37,38.34
1401,Pterophyllum   cf. aequale,97.01799999999999,31.227,-237,-201,77.49,32.9
1402,Pterophyllum   cf. aequale,119.178,29.056,-237,-201,116.42,38.03
1403,Thinnfeldia   cf. alethopteroides,119.052,32.177,-237,-201,116.37,41.15
1404,Anomozamites   cf. amdrupiana,105.345,26.089,-237,-201,101.15,35.05
1405,Anomozamites   cf. amdrupiana,120.859,31.711,-237,-201,118.38,40.65
1406,Pterophyllum   cf. angustum,113.04799999999999,25.215,-237,-201,109.61,34.25
1407,Pterophyllum   cf. angustum,105.707,34.579,-237,-201,104.54,40.49
1408,Pterophyllum   cf. astartense,106.697,30.124,-237,-201,102.53,39.11
1409,Doratophyllum   cf. astartensis,107.50299999999999,31.213,-237,-201,103.4,40.21
1410,Doratophyllum   cf. astartensis,113.59899999999999,24.686,-237,-201,110.21,33.72
1411,Otozamites   cf. bengalensis ,105.84,32.438,-237,-201,101.5,41.41
1412,Leptostrobus    cf. cancer,107.931,31.063,-237,-201,103.89,40.07
1413,Sphenozamites   cf. changi,111.836,31.324,-237,-201,108.26,40.36
1414,Nilssonia   cf. compta,105.345,26.089,-237,-201,101.15,35.05
1415,Nilssonia   cf. compta,113.04799999999999,25.215,-237,-201,109.61,34.25
1416,Anthrophyopsis   cf. crassinervis,101.943,25.166,-237,-201,97.46,34.04
1417,Ctenozamites   cf. cycadea,113.771,27.997,-237,-201,110.41,37.03
1418,Doratophyllum?   cf. decoratum,119.178,29.056,-237,-201,116.42,38.03
1419,Scoresbya   cf. dentata,113.04799999999999,25.215,-237,-201,109.61,34.25
1420, Ginkgoites    cf. ferganensis,129.628,43.587,-237,-201,134.48,50.88
1421,Glossophyllum    cf. florini,108.021,32.079,-237,-201,103.97,41.09
1422,Glossophyllum    cf. florini,118.611,28.717,-237,-201,115.78,37.7
1423,Taeniopteris   cf. gigantea,101.789,26.484,-237,-201,97.24,35.35
1424,Anomozamites   cf. gracilis,111.634,31.063,-237,-201,108.03,40.1
1425,Anomozamites   cf. gracilis,125.925,43.396,-237,-201,130.4,51.74
1426,Anomozamites   cf. gracilis,100.851,27.286,-237,-201,82.77,30.35
1427,Baiera    cf. gracilis,108.91799999999999,35.331,-237,-201,106.94,48.32
1428,Baiera    cf. gracilis,101.852,26.686,-237,-201,97.3,35.55
1429,Baiera    cf. guilhaumati,101.852,26.686,-237,-201,97.3,35.55
1430,Sagenopteris   cf. hallei,117.617,28.475,-237,-201,114.67,37.48
1431,Anomozamites   cf. hartzii,106.697,30.124,-237,-201,102.53,39.11
1432,?Doratophyllum   cf. hsuchiahoense,120.029,29.386,-237,-201,117.37,38.34
1433,Sphenobaiera    cf. huangi ,125.925,43.395,-237,-201,130.4,51.74
1434,Ginkgoites    cf. huttoni,108.516,31.366,-237,-201,104.54,40.38
1435,Ginkgo    cf. huttoni ,129.795,43.754,-237,-201,134.76,50.99
1436,Ginkgo    cf. huttoni ,101.852,26.686,-237,-201,97.3,35.55
1437,Taeniopteris   cf. immersa,117.56200000000001,25.403,-237,-201,114.55,34.41
1438,Taeniopteris   cf. immersa,116.194,39.97,-237,-201,117.55,51.08
1439,Taeniopteris   cf. immersa,84.887,45.579,-237,-201,77.85,60.65
1440,Taeniopteris   cf. immersa,101.789,26.484,-237,-201,97.24,35.35
1441,Taeniopteris   cf. immersa,103.061,27.411,-237,-201,98.6,36.31
1442,Nilssonia   cf. incisoserrata,125.82799999999999,43.384,-237,-201,130.28,51.75
1443,Anomozamites   cf. inconstans,95.613,33.854,-237,-201,75.03,34.93
1444,Otozamites   cf. indosinensis,113.115,25.47,-237,-201,109.68,34.51
1445,Otozamites   cf. indosinensis,97.895,31.159,-237,-201,78.36,33.1
1446,Pterophyllum   cf. jaegeri,125.925,43.396,-237,-201,130.4,51.74
1447,Pterophyllum   cf. jaegeri,94.895,36.39,-237,-201,93.5,44.29
1448,Ctenis   cf. japonica,129.655,43.41,-237,-201,134.4,50.71
1449,Stenorachis   cf. konianus,105.85600000000001,32.493,-237,-201,101.52,41.46
1450,Otozamites   cf. lancifolius,114.679,27.017,-237,-201,111.41,36.05
1451,Taeniopteris   cf. leclerei ,113.741,27.965,-237,-201,110.38,37.0
1452,Taeniopteris   cf. leclerei ,125.82799999999999,43.384,-237,-201,130.28,51.75
1453,Stenorachis    cf. lepida,119.354,42.196,-237,-201,122.38,52.38
1454,Ginkgoites    cf. lepidus,101.852,26.686,-237,-201,97.3,35.55
1455,Sphenarion   cf. leptophylla,125.65799999999999,43.522,-237,-201,130.18,51.93
1456,Anomozamites   cf. loczyi,117.56200000000001,25.403,-237,-201,114.55,34.41
1457,Anomozamites   cf. loczyi,99.79700000000001,28.934,-237,-201,81.1,31.58
1458,Sphenobaiera    cf. longifolia ,114.43,28.13,-237,-201,111.14,37.16
1459,Pterophyllum   cf. magnificum,97.01799999999999,31.227,-237,-201,77.49,32.9
1460,Taeniopteris   cf. magnifolia,112.259,27.118,-237,-201,108.74,36.16
1461,Anomozamites   cf. major,116.42,30.423,-237,-201,113.38,39.44
1462,Anomozamites   cf. major,116.557,25.274,-237,-201,113.45,34.29
1463,Anomozamites   cf. major,117.56200000000001,25.403,-237,-201,114.55,34.41
1464,Ginkgoites    cf. marginatus,129.628,43.587,-237,-201,134.48,50.88
1465,Sphenozamites   cf. marionii,98.631,37.678,-237,-201,97.99,44.86
1466,Ctenozamites   cf. microloba,101.382,27.037,-237,-201,96.76,35.89
1467,Anomozamites   cf. minor,105.46799999999999,32.312,-237,-201,101.09,41.27
1468,Anomozamites   cf. minor,105.345,26.089,-237,-201,101.15,35.05
1469,Anomozamites   cf. minor,114.98899999999999,27.117,-237,-201,111.75,36.15
1470,Anomozamites   cf. minor,116.42,30.423,-237,-201,113.38,39.44
1471,Anomozamites   cf. minor,117.56200000000001,25.403,-237,-201,114.55,34.41
1472,Anomozamites   cf. minor,101.71700000000001,26.586,-237,-201,97.15,35.45
1473, Baiera    cf. minuta,113.052,25.215,-237,-201,109.61,34.25
1474,Nilssonia   cf. muensteri,118.464,40.794,-237,-201,120.59,51.29
1475,Nilssonia   cf. muensteri ,97.895,31.159,-237,-201,78.36,33.1
1476,Nilssonia   cf. muensteri ,100.105,28.726,-237,-201,81.48,31.48
1477,Baiera    cf. muensteriana,107.72399999999999,31.203,-237,-201,103.65,40.21
1478,Baiera    cf. muensteriana,117.56200000000001,25.403,-237,-201,114.55,34.41
1479,Baiera    cf. muensteriana,113.491,27.649,-237,-174,116.91,37.85
1480,Pterophyllum   cf. multilineatum,101.57799999999999,26.58,-237,-201,97.0,35.44
1481,Baiera    cf. multipartita,105.85600000000001,32.493,-237,-201,101.52,41.46
1482,Baiera    cf. multipartita,120.765,41.798,-237,-201,123.75,51.64
1483,Baiera    cf. multipartita,101.852,26.686,-237,-201,97.3,35.55
1484,Taeniopteris   cf. nabaensis,111.836,31.324,-237,-201,108.26,40.36
1485,Taeniopteris   cf. nabaensis,117.318,29.155,-237,-201,114.36,38.16
1486,Drepanozamites   cf. nilssoni,111.73200000000001,31.17,-237,-201,108.14,40.21
1487,Drepanozamites   cf. nilssoni,113.26799999999999,26.035,-237,-201,109.85,35.07
1488,Drepanozamites   cf. nilssoni,101.382,27.037,-237,-201,96.76,35.89
1489,Drepanozamites   cf. nilssoni,106.238,36.015,-237,-201,104.0,49.53
1490,Anomozamites   cf. nitida,117.56200000000001,25.403,-237,-201,114.55,34.41
1491,Pterophyllum   cf. otoboliolatum,119.052,32.177,-237,-201,116.37,41.15
1492,Pterophyllum   cf. P. jaegeri,125.925,43.396,-237,-201,130.4,51.74
1493,Taeniopteris   cf. parvula,101.382,27.037,-237,-201,96.76,35.89
1494,Anomozamites   cf. paucinervis,96.359,32.964,-237,-201,76.12,34.32
1495,Pterophyllum   cf. pinnatifidum,106.273,29.976,-237,-201,102.06,38.96
1496,Nilssonia   cf. polymorpha,113.396,25.068,-237,-201,109.99,34.11
1497,Nilssonia   cf. polymorpha,115.771,23.935,-237,-201,112.57,32.96
1498,Nilssonia   cf. polymorpha,97.895,31.159,-237,-201,78.36,33.1
1499,Pterophyllum   cf. portali,101.382,27.037,-237,-201,96.76,35.89
1500,Nilssonia   cf. princeps,113.244,23.206,-237,-201,109.81,32.25
1501,Nilssonia   cf. princeps,113.121,25.071,-237,-174,116.76,35.25
1502,Nilssonia   cf. pterophylloides,105.345,26.089,-237,-201,101.15,35.05
1503,Nilssonia   cf. pterophylloides,115.84700000000001,27.944,-237,-201,112.71,36.97
1504,Ctenozamites   cf. ptilozamioides,113.59899999999999,24.686,-237,-201,110.21,33.72
1505,Podozamites    cf. punctatus,107.484,31.21,-237,-201,103.38,40.21
1506,Thinnfeldia   cf. rhomboidalis,126.375,41.928,-237,-201,130.01,50.25
1507,Sphenozamites   cf. S. changi,115.78,39.887,-237,-201,117.03,51.11
1508,Ginkgoites    cf. sibiricus,105.09200000000001,32.549,-237,-201,100.66,41.5
1509,Nilssonia   cf. simplex,119.178,29.056,-237,-201,116.42,38.03
1510,Pterophyllum   cf. sinense,113.59899999999999,24.686,-237,-201,110.21,33.72
1511,Pterophyllum   cf. sinense,119.178,29.056,-237,-201,116.42,38.03
1512,Hyrcanopteris   cf. sinensis,94.895,36.39,-237,-201,93.5,44.29
1513,Sagenopteris   cf. spatulata,112.87299999999999,31.088,-237,-201,109.42,40.13
1514,Sagenopteris   cf. spatulata,100.251,38.176,-237,-201,97.42,52.77
1515,Phoenicopsis    cf. speciosa,125.77,43.619,-237,-201,130.37,51.99
1516,Phoenicopsis   cf. speciosa ,129.628,43.587,-237,-201,134.48,50.88
1517,Phoenicopsis   cf. speciosa ,129.628,43.587,-237,-201,134.48,50.88
1518,Sphenobaiera    cf. spectabilis,113.052,25.215,-237,-201,109.61,34.25
1519,Sphenobaiera    cf. spectabilis,125.925,43.395,-237,-201,130.4,51.74
1520,Sphenobaiera    cf. spectabilis,101.852,26.686,-237,-201,97.3,35.55
1521,Pachypteris   cf. speikernensis,113.34200000000001,25.133,-237,-201,109.93,34.17
1522,Pachypteris   cf. speikernensis,117.617,28.475,-237,-201,114.67,37.48
1523,Thinnfeldia   cf. spesiosa,125.925,43.396,-237,-201,130.4,51.74
1524,Taeniopteris   cf. stenophylla,106.273,29.976,-237,-201,102.06,38.96
1525,Taeniopteris   cf. stenophylla,100.851,27.286,-237,-201,82.77,30.35
1526,Taeniopteris   cf. stenophylla,101.382,27.037,-237,-201,96.76,35.89
1527,Taeniopteris   cf. stenophylla,101.943,25.166,-237,-201,97.46,34.04
1528,Nilssonia   cf. syllis,113.59899999999999,24.686,-237,-201,110.21,33.72
1529,Taeniopteris   cf. T. leclerei,113.04799999999999,25.215,-237,-201,109.61,34.25
1530,Taeniopteris   cf. T. tenuinervis,126.375,41.928,-237,-201,130.01,50.25
1531,Nilssoniopteris   cf. tenuinervis,106.273,29.976,-237,-201,102.06,38.96
1532,Taeniopteris   cf. tenuinervis,117.56200000000001,25.403,-237,-201,114.55,34.41
1533,Taeniopteris   cf. tenuinervis,96.448,35.83,-237,-201,88.79,44.84
1534,Taeniopteris   cf. tenuinervis,101.382,27.037,-237,-201,96.76,35.89
1535,Ptilozamites   cf. tenuis,119.178,29.056,-237,-201,116.42,38.03
1536,Thinnfeldia   cf. Th.rhomboidalis,126.375,41.928,-237,-201,130.01,50.25
1537,Ginkgoites    cf. xinlongensis,113.395,25.068,-237,-201,109.98,34.11
1538,Ctenis   cf. yungjenensis,108.51700000000001,31.366,-237,-201,104.54,40.38
1539,Sphenozamites   cf. yunjenensis,101.382,27.037,-237,-201,96.76,35.89
1540,Pterophyllum   cf. zygotacticum,94.053,91.918,-237,-201,72.88,28.33
1541,Pterophyllum   cf. zygotacticum,119.178,29.056,-237,-201,116.42,38.03
1542,Ginkgo    cf.digitata,110.68799999999999,38.637,-237,-201,110.44,51.11
1543,Baiera    cf.elegans,105.979,32.398,-237,-201,101.66,41.37
1544,Baiera    cf.elegans,91.681,32.267,-237,-201,70.58,28.12
1545,Baiera    cf.elegans,101.852,26.686,-237,-201,97.3,35.55
1546,Cycadocarpidium    cf.erdmanni,120.96799999999999,41.61,-237,-201,123.87,51.41
1547,Cycadocarpidium    cf.erdmanni,125.925,43.395,-237,-201,130.4,51.74
1548,Baiera    cf.furcata,107.535,31.166,-237,-201,103.44,40.17
1549,Baiera    cf.furcata,114.411,28.143,-237,-201,111.12,37.18
1550,Ferganiella    cf.lanceolatus,110.60700000000001,31.005,-237,-201,106.88,40.04
1551,Pityophyllum   cf.longifolium,105.82600000000001,32.436,-237,-201,101.49,41.41
1552,Cycadocarpidium    cf.ovatum,116.914,30.668,-237,-201,113.94,39.68
1553,Cycadocarpidium    cf.parvum,125.925,43.395,-237,-201,130.4,51.74
1554,Ferganiella    cf.urjachaica,110.758,31.227,-237,-201,107.05,40.26
1555,Sphenozamites   changi ,108.866,35.267,-237,-201,106.85,48.27
1556,Sphenozamites   changi ,108.866,35.267,-237,-201,106.85,48.27
1557,Sphenozamites   changi ,111.83,31.436,-237,-201,108.25,40.47
1558,Pterophyllum   changningense,104.885,28.38,-237,-201,100.57,37.33
1559,Cycadolepophyllum   changningense,104.885,28.38,-237,-201,100.57,37.33
1560,Anomozamites   chaoi,105.855,32.493,-237,-174,107.71,42.02
1561,Anomozamites   chaoi,113.04799999999999,25.215,-237,-201,109.61,34.25
1562,Ctenis   chaoi,105.855,32.493,-237,-201,101.52,41.46
1563,Ctenis   chaoi,107.50299999999999,31.213,-237,-201,103.4,40.21
1564,Ctenis   chaoi,112.781,22.965,-237,-201,109.31,32.0
1565,Ctenis   chaoi,113.052,23.315,-237,-201,109.61,32.35
1566,Ctenis   chaoi,113.04799999999999,25.215,-237,-201,109.61,34.25
1567,Ctenis   chaoi,113.115,25.47,-237,-201,109.68,34.51
1568,Ctenis   chaoi,117.56200000000001,25.403,-237,-201,114.55,34.41
1569,Scytophyllum   chaoyangensis,120.601,41.624,-237,-201,123.47,51.52
1570,Cf. Pachypteris   chinensis,107.535,31.166,-237,-201,103.44,40.17
1571,Glossopteris   chinensis,109.01799999999999,35.23,-237,-201,107.02,48.2
1572,Ptilozamites   chinensis,107.14399999999999,31.076,-237,-201,103.01,40.07
1573,Ptilozamites   chinensis,107.50299999999999,31.213,-237,-201,103.4,40.21
1574,Ptilozamites   chinensis,107.535,31.166,-237,-201,103.44,40.17
1575,Ptilozamites   chinensis,107.86399999999999,31.086,-237,-201,103.81,40.09
1576,Ptilozamites   chinensis,112.484,27.004,-237,-201,108.99,36.04
1577,Ptilozamites   chinensis,112.484,27.004,-237,-201,108.99,36.04
1578,Ptilozamites   chinensis,112.484,27.004,-237,-201,108.99,36.04
1579,Ptilozamites   chinensis,112.56700000000001,26.897,-237,-201,109.08,35.94
1580,Ptilozamites   chinensis,112.781,22.965,-237,-201,109.31,32.0
1581,Ptilozamites   chinensis,113.052,23.315,-237,-201,109.61,32.35
1582,Ptilozamites   chinensis,113.04799999999999,25.215,-237,-201,109.61,34.25
1583,Ptilozamites   chinensis,113.04799999999999,25.215,-237,-201,109.61,34.25
1584,Ptilozamites   chinensis,113.491,27.649,-237,-201,110.1,36.69
1585,Ptilozamites   chinensis,113.84899999999999,27.626,-237,-201,110.49,36.66
1586,Ptilozamites   chinensis,116.781,24.921,-237,-201,113.69,33.93
1587,Ptilozamites   chinensis,117.318,29.155,-237,-201,114.36,38.16
1588,Ptilozamites   chinensis,117.56200000000001,25.403,-237,-201,114.55,34.41
1589,Ptilozamites   chinensis,96.48,32.205,-237,-201,76.57,33.65
1590,Ptilozamites   chinensis,100.75399999999999,25.405,-237,-201,83.83,30.06
1591,Ptilozamites   chinensis,100.75399999999999,25.405,-237,-201,83.83,30.06
1592,Ptilozamites   chinensis,100.15799999999999,31.05,-237,-201,93.33,40.23
1593,Ptilozamites   chinensis,101.74799999999999,25.169,-237,-201,97.25,34.03
1594,Ptilozamites   chinensis,101.943,25.166,-237,-201,97.46,34.04
1595,Ptilozamites   chinensis,102.178,28.566,-237,-201,97.57,37.44
1596,Ptilozamites   chinensis,119.178,29.056,-237,-201,116.42,38.03
1597,Ctenozamites   chinensis,101.57,26.56,-237,-201,96.99,35.42
1598,Ctenozamites   chinensis,106.697,30.124,-237,-201,102.53,39.11
1599,Ctenozamites   chinensis,101.665,26.053,-237,-201,97.12,34.91
1600,Ginkgoites    chowi,108.865,35.266,-237,-201,106.85,48.27
1601,Amdrupia?   cladophleboides,106.666,27.933,-237,-201,102.55,36.92
1602,Amdrupia?   cladophleboides,113.34200000000001,25.133,-237,-201,109.93,34.17
1603,Amdrupia?   cladophleboides,113.771,27.997,-237,-201,110.41,37.03
1604,Amdrupia?   cladophleboides,117.318,29.155,-237,-201,114.36,38.16
1605,Nilssonia   complicatis,120.859,31.711,-237,-201,118.38,40.65
1606,Nilssonia   compta,117.56200000000001,25.403,-237,-201,114.55,34.41
1607,Baiera    concinna,100.85,27.285,-237,-201,82.77,30.35
1608,Baiera    concinna,101.852,26.686,-237,-201,97.3,35.55
1609,Tongchuanophyllum   concinnum,109.052,35.21,-237,-201,107.05,48.17
1610,Nilssonia   connata,120.859,31.711,-237,-201,118.38,40.65
1611,Pterophyllum   contiguum,101.789,26.484,-237,-201,97.24,35.35
1612,Nanpiaophyllum   cordatum,120.689,41.131,-237,-201,123.29,51.04
1613,Nilssonia   corrugata,114.916,28.579,-237,-201,111.68,37.61
1614,Cycadolepis   corrugata,104.587,29.543,-237,-201,100.2,38.49
1615,Cycadolepis   corrugata,104.639,28.755,-237,-201,100.29,37.7
1616,Cycadolepis   corrugata,104.885,28.38,-237,-201,100.57,37.33
1617,Cycadolepis   corrugata,107.50299999999999,31.213,-237,-201,103.4,40.21
1618,Cycadolepis   corrugata,108.279,31.665,-237,-201,104.26,40.68
1619,Cycadolepis   corrugata,113.04799999999999,25.215,-237,-201,109.61,34.25
1620,Cycadolepis   corrugata,113.771,27.997,-237,-201,110.41,37.03
1621,Cycadolepis   corrugata,117.56200000000001,25.403,-237,-201,114.55,34.41
1622,Pterophyllum   costa,107.755,31.229,-237,-201,103.69,40.23
1623,Baiera    crassifolia,101.852,26.686,-237,-201,97.3,35.55
1624,Anthrophyopsis   crassinervis,105.855,32.493,-237,-201,101.52,41.46
1625,Anthrophyopsis   crassinervis,112.04299999999999,31.134,-237,-201,108.49,40.17
1626,Anthrophyopsis   crassinervis,113.04799999999999,25.215,-237,-201,109.61,34.25
1627,Anthrophyopsis   crassinervis,113.59899999999999,24.686,-237,-201,110.21,33.72
1628,Anthrophyopsis   crassinervis,113.59899999999999,24.686,-237,-201,110.21,33.72
1629,Anthrophyopsis   crassinervis,113.771,27.997,-237,-201,110.41,37.03
1630,Anthrophyopsis   crassinervis,113.961,27.63,-237,-201,110.62,36.67
1631,Anthrophyopsis   crassinervis,113.961,27.63,-237,-201,110.62,36.67
1632,Anthrophyopsis   crassinervis,116.557,25.274,-237,-201,113.45,34.29
1633,Anthrophyopsis   crassinervis,116.557,25.274,-237,-201,113.45,34.29
1634,Anthrophyopsis   crassinervis,101.382,27.037,-237,-201,96.76,35.89
1635,Anthrophyopsis   crassinervis,103.51899999999999,30.59,-237,-201,98.97,39.5
1636,Ctenis   crassinervis,112.87299999999999,31.088,-237,-201,109.42,40.13
1637,Compsopteris   crassinervis,101.71700000000001,26.586,-237,-201,97.15,35.45
1638,Sphenobaiera    crassinervis,109.835,35.584,-237,-201,108.12,48.37
1639,Sphenobaiera    crassinervis,119.354,42.196,-237,-201,122.38,52.38
1640,Sphenobaiera    crassinervis,100.23899999999999,38.183,-237,-201,97.4,52.77
1641,Pterophyllum   crassinervum,108.919,35.331,-237,-201,106.94,48.32
1642,Taeniopteris   crispata,101.69200000000001,26.759,-237,-201,97.12,35.62
1643,Swedenborgia    cryptomerioides ,109.016,35.353,-237,-201,107.06,48.32
1644,Swedenborgia    cryptomerioides ,117.95700000000001,40.949,-237,-201,120.09,51.57
1645,Swedenborgia    cryptomerioides ,120.77,41.801,-237,-201,123.76,51.64
1646,Swedenborgia    cryptomerioides ,129.77,43.313,-237,-201,134.46,50.59
1647,Pterophyllum   ctenoides,106.62899999999999,30.459,-237,-201,102.45,39.44
1648,Pterophyllum   ctenoides,116.557,25.274,-237,-201,113.45,34.29
1649,Pterophyllum   ctenoides,126.375,41.928,-237,-201,130.01,50.25
1650,Pterophyllum   ctenoides,129.645,43.573,-237,-201,134.49,50.86
1651,Pterophyllum   ctenoides,96.448,35.83,-237,-201,88.79,44.84
1652,Xinlongophyllum   ctenopteroides,113.59899999999999,24.686,-237,-201,110.21,33.72
1653,Xinlongophyllum   ctenopteroides,99.066,29.409,-237,-201,80.2,31.81
1654,Hubeiophyllum   cuneifolium,111.695,31.228,-237,-201,108.1,40.27
1655,Ctenopteris   cycadea,101.71700000000001,26.586,-237,-201,97.15,35.45
1656,Ctenozamites   cycadea,111.836,31.324,-237,-201,108.26,40.36
1657,Ctenozamites   cycadea,112.87299999999999,31.088,-237,-201,109.42,40.13
1658,Ctenozamites   cycadea,113.771,27.997,-237,-201,110.41,37.03
1659,Ctenozamites   cycadea,99.79700000000001,28.934,-237,-201,81.1,31.58
1660,Ctenozamites   cycadea,96.448,35.83,-237,-201,88.79,44.84
1661,Ctenozamites   cycadea,101.382,27.037,-237,-201,96.76,35.89
1662,Ctenozamites   cycadea,107.868,31.083,-237,-201,103.82,40.09
1663,Paradrepanozamites   dadaochangensis,111.78200000000001,30.824,-237,-201,108.2,39.86
1664,Paradrepanozamites   dadaochangensis,111.836,31.324,-237,-201,108.26,40.36
1665,Mironeura   dakengensis,117.56200000000001,25.403,-237,-201,114.55,34.41
1666,Mironeura   dakengensis,131.07,44.173,-237,-201,137.4,51.41
1667,Taeniopteris   daochengensis,99.066,29.409,-237,-201,80.2,31.81
1668,Doratophyllum   decoratum,105.855,32.493,-237,-201,101.52,41.46
1669,Doratophyllum   decoratum,107.50299999999999,31.213,-237,-201,103.4,40.21
1670,Zamites   decurens,105.855,32.493,-237,-201,101.52,41.46
1671,Ctenophyllum   decurrens,111.836,31.324,-237,-201,108.26,40.36
1672,Pterophyllum   decurrens,104.587,29.543,-237,-201,100.2,38.49
1673,Pterophyllum   decurrens,113.04799999999999,25.215,-237,-201,109.61,34.25
1674,Pterophyllum   decurrens,117.287,25.593,-237,-201,114.25,34.6
1675,Ctenis   deformis,129.655,43.41,-237,-201,134.4,50.71
1676,Anomozamites   densinervis,101.71700000000001,26.586,-237,-201,97.15,35.45
1677,Drepanozamites   densinervis,98.218,31.499,-237,-201,78.52,33.51
1678,Scoresbya   dentata,106.56200000000001,29.288,-237,-201,102.4,38.27
1679,Scoresbya   dentata,113.34200000000001,25.133,-237,-201,109.93,34.17
1680,Scoresbya   dentata,101.382,27.037,-237,-201,96.76,35.89
1681,Ctenis   denticulata,107.868,31.083,-237,-201,103.82,40.09
1682,Ctenozamites   difformis,111.684,31.032,-237,-201,108.09,40.07
1683,Ctenozamites   difformis,111.835,31.324,-237,-201,108.26,40.36
1684,Ctenozamites   difformis,112.042,31.189,-237,-201,108.49,40.23
1685,Ctenozamites   digitata,101.69200000000001,26.759,-237,-201,97.12,35.62
1686,Aphlebi   dissimilis,111.836,31.324,-237,-201,108.26,40.36
1687,Podozamites    distans,106.0,33.176,-237,-201,101.66,42.15
1688,Podozamites    distans,106.37899999999999,29.926,-237,-201,102.18,38.91
1689,Podozamites    distans,107.51899999999999,31.049,-237,-201,103.43,40.05
1690,Podozamites    distans,112.566,26.896,-237,-201,109.08,35.94
1691,Podozamites    distans,118.929,28.963,-237,-201,116.14,37.94
1692,Podozamites    distans,117.95700000000001,40.949,-237,-201,120.09,51.57
1693,Podozamites    distans,125.925,43.395,-237,-201,130.4,51.74
1694,Podozamites    distans,129.631,43.531,-237,-201,134.45,50.83
1695,Podozamites    distans,101.803,26.151,-237,-201,97.27,35.02
1696,Podozamites    distans,116.185,40.545,-237,-100,119.28,41.82
1697,Pterophyllum   dolicholobum,111.83,31.436,-237,-201,108.25,40.47
1698,Nanzhangophyllum   donggongense,112.87299999999999,31.088,-237,-201,109.42,40.13
1699,Sphenozamites   donggongensis,111.836,31.324,-237,-201,108.26,40.36
1700,Zamites   donggongensis,111.836,31.324,-237,-201,108.26,40.36
